carat;cut;color;clarity;depth;table;price;x;y;z
74;Very Good;E;SI1;600;570;2839;585;589;352
71;Ideal;F;VS1;615;570;2839;574;571;352
7;Ideal;F;VS1;616;540;2839;575;572;353
71;Ideal;F;VS1;621;550;2839;582;568;357
71;Premium;F;VS1;591;610;2839;584;581;344
71;Premium;F;VS1;590;600;2839;582;58;343
71;Premium;F;VS1;605;580;2839;575;572;347
7;Ideal;F;VS1;624;530;2839;573;571;357
73;Ideal;G;VS2;618;540;2839;58;582;359
7;Ideal;E;VS2;621;540;2839;569;572;354
7;Ideal;G;VS1;613;570;2839;571;574;351
71;Premium;G;VVS2;603;580;2839;582;578;35
71;Premium;F;VS1;592;580;2839;587;582;346
79;Premium;G;VS2;593;620;2839;609;601;359
71;Premium;F;VS1;627;590;2839;57;562;355
77;Very Good;H;VS1;610;600;2840;59;587;359
7;Ideal;F;SI1;610;560;2840;575;58;352
71;Premium;F;VS2;593;560;2840;588;582;347
92;Ideal;D;SI2;619;560;2840;627;62;386
83;Premium;F;SI2;614;590;2840;608;604;372
7;Premium;H;VVS1;592;600;2840;587;578;345
73;Premium;F;VS2;603;590;2841;59;587;355
71;Very Good;D;VS1;634;550;2841;569;561;358
73;Very Good;D;SI1;639;570;2841;566;571;363
82;Ideal;F;SI2;617;530;2841;60;612;374
82;Ideal;F;SI2;623;560;2841;596;602;373
82;Very Good;F;SI2;597;570;2841;612;614;366
52;Ideal;F;VVS1;612;560;2841;519;521;318
10;Premium;F;I1;589;600;2841;66;655;387
95;Fair;G;SI1;667;560;2841;616;603;406
73;Ideal;D;SI1;614;570;2841;576;58;355
73;Premium;F;VS2;599;590;2841;587;577;35
73;Premium;G;VS1;614;580;2841;582;577;356
8;Ideal;I;VS1;626;540;2842;592;596;372
7;Premium;F;VS2;587;610;2842;58;572;338
7;Very Good;E;VS2;602;620;2843;571;575;345
7;Very Good;E;VS2;627;580;2843;565;567;355
71;Very Good;E;VS2;594;580;2843;576;582;344
81;Very Good;F;SI2;632;580;2843;591;592;374
71;Very Good;D;SI1;615;580;2843;573;579;354
73;Ideal;G;VVS2;613;570;2843;581;584;357
73;Very Good;F;VS1;618;590;2843;573;579;356
72;Ideal;E;VS2;620;570;2843;571;574;355
81;Ideal;F;SI2;621;570;2843;591;595;368
71;Ideal;G;VVS2;607;570;2843;581;578;352
73;Very Good;E;SI1;577;610;2844;592;596;343
7;Very Good;E;VS1;620;590;2844;565;568;351
101;Ideal;I;I1;615;570;2844;645;646;397
101;Good;I;I1;631;570;2844;635;639;402
79;Ideal;H;VS2;625;570;2844;591;593;37
7;Very Good;E;VS2;618;590;2845;565;568;35
7;Very Good;E;VS2;589;600;2845;583;585;344
8;Good;H;VS2;634;600;2845;592;582;372
127;Premium;H;SI2;593;610;2845;712;705;42
79;Ideal;D;SI1;615;560;2846;596;591;365
72;Very Good;F;VS1;602;590;2846;579;584;35
73;Ideal;H;VVS2;616;560;2846;579;584;358
101;Fair;H;SI2;654;590;2846;63;626;411
101;Good;H;I1;642;610;2846;625;618;399
73;Ideal;E;SI1;591;590;2846;592;595;351
7;Ideal;E;SI1;616;570;2846;571;576;353
7;Good;F;VS2;591;610;2846;576;584;343
77;Premium;E;SI1;629;590;2846;584;579;366
77;Premium;G;VS2;613;600;2846;591;581;359
77;Premium;G;VS1;614;580;2846;594;589;363
84;Very Good;H;SI1;612;570;2847;61;612;374
72;Ideal;E;SI1;603;570;2847;583;585;352
76;Premium;D;SI1;611;590;2847;593;588;361
7;Very Good;G;VVS2;629;590;2848;561;568;355
54;Ideal;D;VVS2;615;550;2848;525;529;324
75;Fair;D;SI2;646;570;2848;574;572;37
79;Good;E;SI1;641;540;2849;586;584;375
74;Very Good;E;VS1;631;580;2849;575;573;362
7;Very Good;E;VS2;610;600;2850;574;577;351
7;Ideal;F;VS2;608;590;2850;569;579;349
75;Ideal;J;SI1;615;560;2850;583;587;36
12;Very Good;H;I1;631;600;2850;675;667;423
8;Very Good;F;SI1;634;570;2851;589;582;371
87;Very Good;F;SI2;610;630;2851;622;607;375
86;Premium;H;SI1;627;590;2851;604;598;377
74;Ideal;F;SI1;610;570;2851;585;581;356
58;Very Good;E;IF;606;590;2852;537;543;327
78;Ideal;I;VS1;615;570;2852;588;592;363
74;Ideal;G;SI1;613;550;2852;585;586;359
73;Ideal;E;SI1;627;550;2852;57;579;36
91;Very Good;I;SI1;635;570;2852;612;607;387
71;Premium;F;VS2;626;580;2853;567;57;356
71;Good;G;VS1;635;550;2853;564;566;359
79;Premium;D;SI2;600;600;2853;607;603;363
71;Premium;E;SI1;627;580;2853;573;566;357
82;Premium;I;VS1;619;580;2853;599;597;37
78;Very Good;H;VS1;619;571;2854;587;595;366
7;Very Good;E;VS1;624;560;2854;564;57;354
112;Premium;H;I1;591;610;2854;678;675;40
73;Premium;E;VS2;620;570;2854;586;576;36
91;Fair;J;VS2;644;620;2854;606;603;389
91;Fair;J;VS2;654;600;2854;604;60;394
91;Good;J;VS2;642;580;2854;612;609;392
91;Fair;H;SI1;658;580;2854;604;601;396
7;Premium;E;VS1;584;590;2854;591;583;343
73;Very Good;F;VS2;625;570;2855;57;575;358
103;Good;J;SI1;636;570;2855;638;629;403
74;Premium;D;VS2;624;570;2855;58;574;36
98;Fair;E;SI2;533;670;2855;682;674;361
10;Fair;G;SI2;678;610;2856;596;59;402
102;Ideal;H;SI2;616;550;2856;649;643;398
6;Ideal;F;VVS2;608;570;2856;544;549;332
8;Ideal;G;SI2;616;560;2856;597;601;369
10;Fair;I;SI1;679;620;2856;619;603;415
26;Ideal;E;VS1;623;570;556;405;408;253
26;Ideal;E;VS1;621;560;556;409;412;255
36;Ideal;H;SI1;619;550;556;457;459;283
34;Good;G;VS2;575;610;556;46;466;266
34;Good;E;SI1;633;570;556;444;447;282
34;Good;E;SI1;635;550;556;444;447;283
34;Good;E;SI1;634;550;556;444;446;282
34;Very Good;G;VS2;596;620;556;454;456;271
34;Ideal;E;SI1;622;540;556;447;45;279
32;Good;E;VS2;641;540;556;434;437;279
31;Ideal;I;VVS1;616;550;557;436;441;27
31;Ideal;I;VVS1;613;560;557;436;438;268
31;Ideal;I;VVS1;623;540;557;437;44;273
31;Ideal;I;VVS1;620;540;557;437;44;272
31;Ideal;I;VVS1;627;530;557;433;435;272
31;Ideal;I;VVS1;622;530;557;436;438;272
31;Ideal;G;VS2;622;536;557;432;435;27
31;Ideal;H;VS1;618;542;557;433;437;269
33;Premium;G;SI2;594;590;557;452;45;268
33;Premium;G;SI2;626;580;557;442;44;276
33;Ideal;G;SI2;619;560;557;445;441;274
33;Premium;F;SI2;630;580;557;442;44;278
33;Premium;J;VS1;628;580;557;441;438;276
33;Premium;J;VS1;615;610;557;446;439;272
33;Ideal;J;VS1;621;550;557;444;441;275
33;Ideal;I;SI1;630;570;557;439;437;276
33;Good;I;SI1;636;530;557;443;44;281
33;Premium;I;SI1;604;590;557;454;45;273
10;Fair;H;SI2;661;560;2856;621;597;404
77;Premium;F;SI1;608;590;2856;592;586;358
77;Premium;F;SI1;610;580;2856;594;59;361
7;Good;E;VVS2;601;630;2857;568;571;342
9;Very Good;G;SI2;631;580;2857;608;602;382
72;Ideal;E;SI1;623;570;2857;576;57;357
9;Premium;I;VS2;619;590;2857;62;614;382
72;Premium;E;SI1;621;580;2857;576;573;357
7;Ideal;G;VVS2;621;560;2858;563;571;352
81;Very Good;F;SI1;613;570;2858;602;605;37
81;Very Good;F;SI1;617;570;2858;60;605;372
71;Premium;E;VS2;610;600;2858;576;569;349
7;Premium;E;VS2;614;590;2858;573;57;351
71;Premium;E;VS2;615;600;2858;576;568;352
71;Very Good;E;VS2;635;590;2858;568;559;358
92;Premium;J;SI1;629;580;2858;622;618;39
76;Ideal;E;SI1;627;540;2858;588;583;367
73;Ideal;D;SI1;615;560;2858;584;58;358
7;Good;E;VVS2;636;620;2858;561;558;356
9;Fair;G;SI2;645;560;2858;606;60;389
71;Fair;D;VS2;569;650;2858;589;584;334
7;Ideal;D;VS2;610;570;2859;576;574;351
7;Premium;D;VS2;624;560;2859;572;566;355
77;Premium;F;VS1;609;600;2859;591;588;359
71;Ideal;G;VS1;615;560;2859;574;578;354
7;Premium;D;VS2;596;610;2859;58;577;345
71;Very Good;F;VS2;613;610;2860;568;573;35
9;Very Good;J;SI2;636;580;2860;607;61;387
6;Ideal;E;VVS2;619;549;2860;541;544;335
71;Premium;D;VS1;629;570;2860;566;56;354
62;Ideal;G;VVS2;616;560;2861;545;548;337
62;Ideal;G;VVS2;616;560;2861;548;551;338
9;Premium;I;SI1;630;580;2861;609;601;381
62;Fair;F;IF;601;610;2861;553;556;333
82;Premium;E;SI2;617;590;2861;601;598;37
66;Premium;D;VS1;610;580;2861;567;557;343
7;Very Good;D;SI1;625;550;2862;567;572;356
8;Very Good;F;SI1;626;580;2862;59;592;37
8;Very Good;D;SI2;625;590;2862;588;592;369
79;Premium;F;SI1;623;540;2862;597;591;37
71;Very Good;F;VVS1;632;600;2862;565;561;356
7;Very Good;E;VS2;587;630;2862;573;569;335
79;Premium;H;VS1;600;600;2862;607;599;364
7;Premium;E;VS2;595;590;2862;582;577;345
122;Premium;E;I1;609;570;2862;693;688;421
101;Fair;E;SI2;676;570;2862;621;611;418
73;Premium;E;VS2;625;610;2862;578;564;359
91;Good;I;VS2;643;580;2863;605;609;39
71;Ideal;D;SI1;608;560;2863;58;577;352
83;Premium;G;SI1;623;580;2863;601;597;373
84;Premium;F;SI2;623;590;2863;606;601;376
71;Premium;D;SI1;610;610;2863;582;575;353
71;Premium;D;SI1;597;590;2863;582;58;347
71;Premium;D;SI1;617;560;2863;58;568;354
71;Ideal;D;SI1;617;570;2863;575;57;353
71;Premium;D;SI1;614;580;2863;579;575;354
71;Premium;D;SI1;606;580;2863;579;577;35
91;Premium;J;SI1;595;620;2863;64;618;374
9;Premium;J;VS2;598;620;2863;624;621;372
71;Premium;H;VVS2;615;620;2863;574;568;351
72;Ideal;F;VS2;595;570;2863;591;586;35
72;Premium;E;SI1;609;600;2863;578;574;351
71;Ideal;E;VS2;610;550;2863;579;575;352
83;Very Good;I;VS2;616;580;2865;605;607;373
73;Premium;D;SI1;608;550;2865;587;581;355
56;Very Good;D;VVS1;620;560;2866;525;53;327
56;Very Good;D;VVS1;618;550;2866;527;531;327
71;Ideal;E;VS1;622;550;2866;574;57;356
7;Ideal;H;VVS1;623;580;2866;566;57;354
96;Premium;I;SI1;613;580;2866;639;63;389
71;Very Good;H;VVS1;629;570;2867;567;569;357
7;Ideal;D;VS2;624;570;2867;568;561;352
71;Ideal;H;VVS1;604;570;2867;578;581;35
8;Premium;H;VS2;612;530;2867;605;598;368
95;Premium;F;SI2;584;570;2867;649;641;377
82;Ideal;F;SI2;623;560;2867;599;595;372
52;Ideal;F;VVS1;612;560;2867;521;519;318
82;Ideal;F;SI2;617;530;2867;612;60;374
82;Ideal;F;SI2;623;560;2867;602;596;373
82;Premium;F;SI2;597;570;2867;614;612;366
8;Ideal;G;SI1;613;570;2867;596;591;364
72;Ideal;I;VS1;624;550;2868;572;575;358
75;Very Good;E;SI1;631;560;2868;578;57;362
108;Premium;D;I1;619;600;2869;655;648;403
72;Ideal;E;SI1;608;550;2869;577;584;353
62;Ideal;G;IF;618;560;2869;543;547;337
73;Ideal;G;VVS2;613;570;2869;584;581;357
72;Ideal;H;VVS2;609;570;2869;579;577;352
52;Premium;F;VVS2;618;600;2870;516;513;318
64;Premium;E;VVS2;621;580;2870;556;551;344
8;Ideal;G;SI1;625;570;2870;594;59;37
74;Ideal;H;SI1;621;560;2870;577;583;36
72;Ideal;F;SI1;615;560;2870;572;579;354
82;Ideal;H;VS2;595;570;2870;612;609;363
73;Premium;E;VS1;613;590;2870;581;578;355
104;Premium;I;I1;616;610;2870;647;645;398
73;Very Good;E;SI1;613;580;2871;576;583;355
73;Good;E;SI1;636;570;2871;57;572;363
9;Premium;J;SI1;628;590;2871;613;603;382
75;Ideal;I;SI1;618;550;2871;583;585;361
79;Ideal;G;SI1;626;550;2871;591;595;371
7;Good;D;SI1;625;567;2872;559;562;351
75;Very Good;D;SI1;607;550;2872;587;592;358
102;Ideal;I;I1;617;560;2872;644;649;399
7;Very Good;G;SI2;590;620;2872;579;581;342
7;Ideal;D;SI1;618;560;2872;563;573;351
7;Good;E;SI1;614;640;2872;566;571;349
7;Ideal;D;SI1;614;540;2872;571;575;352
7;Ideal;D;SI1;607;560;2872;572;575;348
7;Very Good;D;SI1;602;600;2872;575;582;348
72;Very Good;E;VS2;583;570;2872;589;594;345
74;Ideal;E;SI1;623;580;2872;574;578;359
84;Good;G;SI1;651;550;2872;588;597;386
77;Very Good;E;SI1;632;580;2873;58;584;368
76;Ideal;E;SI2;628;560;2873;578;582;364
10;Ideal;I;SI2;617;560;2873;645;641;397
10;Fair;H;SI1;655;620;2873;614;607;40
9;Fair;I;SI1;657;580;2873;603;60;395
9;Premium;J;SI1;618;580;2873;616;613;38
9;Good;J;SI1;640;610;2873;60;596;383
9;Fair;I;SI1;653;610;2873;598;594;389
9;Fair;I;SI1;658;560;2873;601;596;394
9;Premium;J;SI1;609;610;2873;626;622;38
78;Premium;F;VS2;626;580;2874;591;582;367
7;Premium;F;VS1;590;590;2874;579;577;341
7;Premium;F;VS1;608;620;2874;571;567;346
7;Premium;G;VVS2;618;580;2874;567;563;349
7;Ideal;F;VS1;610;550;2874;577;573;351
7;Ideal;F;VS1;616;550;2874;575;571;353
7;Ideal;F;VS1;624;560;2874;569;565;354
7;Premium;G;VVS2;629;590;2874;568;561;355
10;Fair;H;SI2;677;600;2875;611;598;409
77;Ideal;H;SI1;624;560;2875;584;59;366
10;Fair;J;VS1;655;550;2875;63;625;411
10;Fair;I;SI1;663;610;2875;608;603;401
10;Fair;H;SI2;695;550;2875;617;61;426
73;Premium;E;VS1;626;600;2876;568;575;358
79;Premium;E;VS2;606;530;2876;604;598;364
71;Ideal;E;VS1;624;560;2877;575;57;357
74;Ideal;G;VS2;623;550;2877;58;583;362
7;Good;H;VVS1;627;560;2877;56;566;353
7;Good;F;VS1;591;620;2877;582;586;344
79;Very Good;F;SI1;628;590;2878;586;589;369
79;Very Good;F;SI1;627;600;2878;582;589;367
79;Very Good;D;SI2;597;580;2878;60;607;36
71;Ideal;I;VS2;615;550;2878;576;578;355
79;Ideal;F;SI1;628;560;2878;588;59;37
73;Very Good;F;SI1;614;560;2879;581;586;358
63;Premium;E;IF;603;620;2879;555;553;334
7;Premium;F;VS1;604;600;2879;573;57;345
71;Premium;F;VS1;627;580;2879;571;567;357
84;Ideal;G;SI2;610;560;2879;613;61;373
84;Ideal;G;SI2;623;550;2879;608;603;377
102;Ideal;J;SI2;603;540;2879;653;65;393
72;Fair;F;VS1;569;690;2879;593;577;333
72;Ideal;F;VS1;620;560;2879;576;573;356
92;Very Good;J;SI2;587;610;2880;634;643;375
74;Very Good;D;SI1;639;570;2880;572;574;366
7;Ideal;H;VVS1;620;550;2881;574;571;355
71;Very Good;E;VS2;600;590;2881;584;583;35
105;Premium;H;I1;620;590;2881;65;647;402
7;Very Good;H;IF;628;560;2882;562;565;354
54;Ideal;F;VVS1;618;560;2882;523;526;324
73;Premium;F;VS2;599;580;2882;587;584;351
73;Premium;F;VS2;587;570;2882;597;592;349
72;Ideal;D;SI1;618;560;2883;575;581;357
9;Good;H;SI2;627;640;2883;609;60;379
103;Fair;I;SI2;653;550;2884;632;627;411
84;Very Good;F;SI1;638;570;2885;595;60;381
101;Premium;I;SI1;627;600;2885;636;627;396
77;Ideal;D;SI2;615;550;2885;59;593;364
8;Fair;E;SI1;563;630;2885;622;614;348
9;Fair;D;SI2;669;570;2885;602;59;399
73;Ideal;E;SI1;614;560;2886;579;581;356
72;Ideal;E;SI1;627;550;2886;564;569;355
7;Premium;E;VS1;626;590;2887;566;569;355
72;Very Good;G;VVS2;625;580;2889;568;572;356
7;Very Good;E;VS2;635;540;2889;562;566;358
7;Very Good;F;VS1;622;580;2889;564;575;354
9;Good;H;SI2;635;580;2889;609;614;388
71;Very Good;F;VS1;628;560;2889;569;572;358
5;Ideal;E;VVS2;622;540;2889;508;512;317
5;Ideal;E;VVS2;622;540;2889;509;511;317
74;Ideal;F;SI1;612;560;2889;583;587;358
77;Premium;F;VS2;618;560;2889;594;59;366
77;Premium;E;SI1;598;610;2889;599;595;357
8;Ideal;F;SI1;615;540;2890;607;60;371
8;Premium;F;SI1;615;600;2890;597;594;366
8;Good;F;SI1;638;590;2890;587;583;373
66;Ideal;G;VVS1;615;560;2890;561;558;344
71;Very Good;E;VS2;612;580;2891;571;579;352
71;Ideal;F;VS2;612;560;2891;573;577;352
71;Ideal;E;VS2;616;560;2891;574;576;354
71;Ideal;E;VS2;627;560;2891;571;575;359
72;Ideal;D;SI1;611;560;2891;578;581;354
71;Good;D;VS2;623;610;2891;57;573;356
86;Ideal;H;SI2;618;550;2892;612;614;379
119;Fair;H;I1;651;590;2892;662;655;429
71;Very Good;F;VS1;626;550;2893;566;571;356
82;Very Good;G;SI2;625;560;2893;599;604;376
71;Ideal;G;VVS2;615;570;2893;573;575;353
75;Ideal;F;VS2;625;570;2893;578;583;363
7;Very Good;H;VVS1;592;600;2893;587;578;345
8;Ideal;G;SI2;625;550;2893;589;592;369
82;Good;G;SI2;599;620;2893;602;604;361
82;Very Good;G;SI1;634;550;2893;60;593;378
82;Premium;G;SI1;599;590;2893;609;606;364
81;Very Good;E;SI2;624;570;2894;591;599;371
81;Ideal;G;SI2;622;570;2894;596;60;372
76;Ideal;F;SI1;614;560;2894;588;592;362
71;Very Good;G;VS2;609;560;2895;575;578;351
7;Very Good;F;VS1;618;590;2895;566;576;353
74;Very Good;G;VS1;598;580;2896;585;589;351
77;Very Good;G;VS2;613;600;2896;581;591;359
77;Very Good;G;VS2;583;630;2896;60;605;351
79;Ideal;D;SI1;615;560;2896;591;596;365
73;Ideal;E;SI2;615;550;2896;582;586;359
77;Ideal;D;SI2;621;560;2896;583;589;364
77;Premium;E;SI1;609;580;2896;594;588;36
101;Very Good;I;I1;631;570;2896;639;635;402
6;Very Good;D;VVS2;606;570;2897;548;551;333
76;Premium;E;SI1;611;580;2897;591;585;359
54;Ideal;D;VVS2;614;520;2897;53;534;326
72;Ideal;E;SI1;625;550;2897;569;574;357
72;Good;F;VS1;594;610;2897;582;589;348
74;Premium;D;VS2;618;580;2897;581;577;358
112;Premium;J;SI2;606;590;2898;668;661;403
75;Ideal;D;SI1;623;550;2898;583;58;362
77;Ideal;D;SI1;626;570;2898;592;581;367
98;Good;H;SI2;579;560;2898;651;647;376
79;Ideal;G;SI1;623;570;2898;59;585;366
79;Ideal;G;SI1;623;570;2898;59;585;366
79;Ideal;G;SI1;623;570;2898;59;585;366
79;Ideal;G;SI1;623;570;2898;59;585;366
79;Ideal;G;SI1;623;570;2898;59;585;366
7;Good;G;VVS1;599;610;2899;575;581;346
7;Very Good;F;SI1;619;580;2900;571;572;354
72;Premium;D;VS1;627;580;2900;568;565;355
8;Premium;F;SI1;627;580;2901;591;593;371
81;Ideal;E;SI2;630;560;2901;595;59;373
81;Premium;E;SI2;625;590;2901;597;59;371
74;Ideal;E;VS2;619;570;2901;581;578;359
73;Premium;E;VS2;620;600;2902;576;573;356
73;Ideal;E;VS2;614;550;2902;582;58;357
75;Ideal;G;SI1;616;550;2902;582;586;36
71;Fair;E;VS2;646;590;2902;562;559;362
71;Premium;E;VS2;596;600;2902;585;58;347
75;Premium;D;SI1;628;600;2903;578;574;362
75;Ideal;D;SI1;623;570;2903;583;58;362
72;Ideal;D;SI1;619;550;2903;578;575;357
72;Premium;D;SI1;614;590;2903;579;571;353
72;Premium;E;VS2;611;590;2903;58;575;353
79;Very Good;F;SI1;630;540;2904;591;594;373
79;Very Good;D;SI2;628;570;2904;585;59;369
7;Very Good;E;VS1;584;590;2904;583;591;343
62;Ideal;E;VVS2;620;560;2904;548;552;341
7;Very Good;G;VVS2;593;620;2905;578;582;344
7;Very Good;G;VVS2;634;590;2905;562;564;357
7;Very Good;G;VVS2;633;590;2905;559;562;355
71;Very Good;G;VS2;621;580;2905;565;571;353
86;Very Good;I;VS1;612;580;2905;61;616;375
53;Ideal;D;VVS1;625;540;2905;516;521;324
95;Good;I;SI2;638;570;2905;623;613;394
91;Premium;J;SI1;628;590;2905;619;614;387
74;Very Good;D;VS2;624;570;2906;574;58;36
8;Ideal;I;VS1;622;580;2906;592;595;369
74;Good;E;SI1;628;610;2906;574;576;361
61;Ideal;E;VVS2;624;539;2907;542;543;338
61;Ideal;E;VVS2;624;536;2907;542;545;339
61;Ideal;E;VVS2;621;542;2907;543;545;338
72;Ideal;H;VVS1;628;570;2907;568;572;358
7;Ideal;F;VS2;623;530;2907;569;573;356
71;Ideal;F;VS1;619;560;2907;57;574;354
79;Ideal;G;SI1;603;600;2907;598;602;362
72;Ideal;E;SI1;626;560;2907;57;573;358
33;Ideal;G;SI2;629;550;557;446;441;279
39;Ideal;H;SI2;615;570;558;466;47;288
32;Ideal;D;SI1;613;550;558;441;446;272
25;Premium;F;VS1;612;590;558;405;402;247
25;Premium;E;VS1;607;590;558;413;411;25
25;Premium;E;VS1;615;600;558;404;402;248
31;Premium;I;VS2;608;580;558;437;434;265
31;Premium;I;VS2;598;600;558;442;438;263
31;Very Good;I;VS2;632;550;558;44;43;275
31;Premium;H;SI1;587;600;558;447;443;261
31;Premium;H;SI1;627;580;558;434;431;271
31;Ideal;E;SI2;617;560;558;44;435;27
31;Ideal;E;SI2;613;550;558;437;434;267
31;Premium;I;VS2;608;600;558;442;437;267
31;Ideal;I;VS2;599;570;558;44;438;263
31;Premium;I;VS2;599;600;558;444;441;265
31;Premium;I;VS2;611;580;558;438;436;267
31;Premium;I;VS2;607;610;558;434;432;263
31;Very Good;I;VS2;631;540;558;434;431;273
31;Premium;I;VS2;623;600;558;432;431;269
31;Premium;H;SI1;617;590;558;439;436;27
31;Good;H;SI1;636;570;558;431;428;273
31;Premium;H;SI1;624;570;558;435;431;27
31;Premium;H;SI1;628;580;558;432;428;27
31;Ideal;H;SI1;629;560;558;431;427;27
31;Premium;E;SI2;609;600;558;438;435;266
82;Very Good;H;SI1;636;560;2908;59;595;377
73;Ideal;I;VS1;615;550;2908;58;584;358
71;Ideal;H;VS1;612;560;2909;576;581;354
71;Ideal;H;VS1;619;560;2909;57;574;354
9;Ideal;I;SI2;619;570;2909;619;613;381
71;Very Good;D;VS1;629;570;2910;56;566;354
105;Premium;I;SI2;583;570;2911;672;667;39
59;Ideal;E;VVS2;611;570;2911;539;541;33
71;Ideal;G;VS2;606;560;2911;576;58;35
77;Good;F;VS2;603;610;2911;589;596;357
73;Good;E;VS2;642;540;2912;568;572;366
7;Good;E;VS2;587;630;2912;569;573;335
73;Good;E;VS2;632;560;2912;575;576;364
8;Premium;E;SI1;612;600;2912;597;595;365
10;Fair;H;SI2;652;540;2912;63;622;408
10;Fair;I;SI1;660;560;2912;631;624;413
10;Fair;H;SI2;670;550;2912;625;612;416
7;Very Good;D;VS2;607;600;2913;572;574;348
71;Premium;D;SI1;614;580;2913;575;579;354
71;Premium;G;SI2;608;590;2913;57;574;348
71;Premium;D;SI1;606;580;2913;577;579;35
71;Very Good;D;SI1;617;560;2913;568;58;354
71;Ideal;D;SI1;617;570;2913;57;575;353
71;Premium;D;SI1;597;590;2913;58;582;347
91;Premium;I;SI2;620;590;2913;618;623;385
83;Premium;E;SI1;622;590;2913;605;597;374
85;Ideal;G;SI2;620;570;2913;61;602;376
8;Very Good;F;SI1;635;550;2914;586;589;373
73;Ideal;E;SI1;614;580;2914;576;58;355
83;Very Good;I;VS2;620;550;2915;603;606;374
77;Very Good;G;SI1;636;570;2915;579;588;371
8;Very Good;G;SI2;620;550;2915;594;601;37
71;Ideal;F;VS2;622;560;2915;574;571;356
73;Very Good;H;VS1;608;570;2916;58;583;354
93;Ideal;I;SI1;620;570;2917;622;626;387
74;Premium;F;VS1;625;600;2917;578;574;36
7;Ideal;E;VS2;625;580;2917;563;567;353
71;Ideal;F;VS2;612;560;2917;577;573;352
71;Very Good;F;VS2;595;580;2918;582;587;348
8;Very Good;H;VS2;612;530;2918;598;605;368
71;Ideal;H;VVS1;621;540;2918;57;576;356
72;Ideal;I;VS2;618;550;2918;575;579;356
83;Very Good;D;SI2;631;570;2918;595;59;374
72;Very Good;G;VS1;605;570;2919;58;583;352
8;Very Good;H;SI1;625;560;2919;592;596;371
73;Premium;G;VVS2;622;560;2919;579;575;359
7;Good;F;VS1;638;580;2919;561;558;357
73;Ideal;H;VS1;619;550;2919;579;576;358
71;Premium;E;VS1;597;570;2920;587;578;348
72;Ideal;F;SI1;610;550;2920;578;585;355
71;Premium;F;VS1;591;590;2920;588;583;346
71;Ideal;F;VS1;626;550;2920;571;567;356
74;Very Good;H;VVS2;605;600;2921;579;581;351
71;Very Good;E;VS2;599;590;2921;577;581;347
71;Very Good;E;VS2;607;600;2921;575;578;35
71;Very Good;D;SI1;601;600;2921;576;579;347
65;Ideal;F;VVS2;613;560;2921;558;561;343
9;Fair;I;VS2;641;660;2921;604;598;385
71;Very Good;E;VS2;637;580;2922;56;564;358
71;Very Good;E;VS2;633;590;2922;562;566;357
68;Very Good;F;VS1;597;570;2922;579;576;345
53;Ideal;F;VVS1;616;560;2922;524;518;321
77;Ideal;D;SI2;606;560;2922;595;59;359
72;Very Good;E;VS2;630;570;2923;569;573;36
72;Very Good;E;VS2;632;580;2923;567;572;36
7;Very Good;E;SI1;618;590;2923;563;569;35
75;Very Good;E;SI1;623;580;2923;578;581;361
75;Very Good;E;SI1;615;580;2923;582;586;359
87;Ideal;H;SI1;625;570;2923;613;606;381
71;Ideal;E;VS1;624;540;2923;571;574;357
77;Ideal;D;SI2;602;560;2923;598;604;362
78;Ideal;F;SI1;611;560;2923;594;598;364
75;Good;E;SI1;583;600;2923;594;599;348
9;Premium;I;VS2;587;600;2923;635;628;37
7;Ideal;I;VS1;615;560;2924;571;575;352
8;Very Good;D;SI1;582;630;2925;607;603;352
7;Very Good;F;VS1;645;580;2925;555;559;359
51;Very Good;E;IF;633;580;2925;503;508;32
71;Ideal;I;IF;615;560;2925;574;577;354
102;Ideal;I;I1;617;560;2925;649;644;399
12;Premium;I;I1;605;580;2925;69;679;414
81;Good;D;SI2;636;550;2926;591;586;374
81;Premium;F;SI1;612;560;2926;603;60;368
81;Premium;F;SI1;613;600;2926;60;594;366
77;Very Good;H;VS1;633;570;2927;579;583;368
8;Ideal;I;SI1;594;580;2927;607;609;361
7;Very Good;F;VS2;613;540;2928;572;576;352
7;Very Good;D;VS2;608;590;2928;567;571;346
